,id,title,release_date,popularity,vote_average
6835,299,Ocean's Eleven,1960-08-10,4.5802,6.4
6836,836466,Return,2020-06-10,0.0071,6.4
6837,521127,Kingdoms,2018-08-02,0.2068,6.4
6838,345911,Lights Out,2016-07-21,4.9428,6.365
6839,84188,Compliance,2012-08-23,3.6267,6.366
6840,7512,Idiocracy,2006-09-01,7.7348,6.365
6841,6279,Sister Act 2: Back in the Habit,1993-12-09,5.5527,6.4
6842,798362,The Marsh King's Daughter,2023-09-28,1.9225,6.364
6843,435707,Skins,2017-06-09,1.7473,6.364
6844,10426,Friday After Next,2002-11-22,3.3152,6.364
6845,8999,Derailed,2005-11-11,2.9354,6.364
6846,2667,The Blair Witch Project,1999-07-14,6.1383,6.364
6847,604872,Skyfire,2019-12-12,2.6854,6.4
6848,82675,Taken 2,2012-09-27,8.8738,6.363
6849,13394,Shrek the Halls,2007-11-28,3.0458,6.4
6850,9472,DodgeBall: A True Underdog Story,2004-06-18,6.1435,6.363
6851,539649,The Lie,2018-09-13,3.0267,6.4
6852,477033,Errementari: The Blacksmith and the Devil,2018-03-02,1.6896,6.362
6853,112205,The Family,2013-09-13,4.0262,6.362
6854,26389,From Paris with Love,2010-02-04,9.0258,6.362
6855,9501,Crying Freeman,1995-04-23,2.4016,6.4
6856,399035,The Commuter,2018-01-11,4.4876,6.361
6857,262500,Insurgent,2015-03-18,7.7525,6.361
6858,11002,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984-03-30,2.9976,6.361
6859,7220,The Punisher,2004-04-15,7.5573,6.4
6860,746333,Superwho?,2022-02-02,3.2337,6.4
6861,286987,How to Build a Better Boy,2014-11-18,1.272,6.4
6862,222461,Wer,2013-11-16,2.1424,6.4
6863,13679,Kirikou and the Wild Beasts,2005-12-07,1.0412,6.36
6864,11060,Internal Affairs,1990-01-12,2.1839,6.4
6865,537739,Can You Keep a Secret?,2019-09-13,2.9531,6.357
6866,483906,Polar,2019-01-25,7.3237,6.359
6867,290751,Secret in Their Eyes,2015-10-14,2.3886,6.359
6868,11120,The Mosquito Coast,1986-11-26,1.7086,6.359
6869,9333,Last Man Standing,1996-09-20,3.8261,6.4
6870,668489,Havoc,2025-04-25,10.7507,6.361
6871,628900,The Contractor,2022-03-10,5.0977,6.358
6872,121606,Resolution,2013-01-25,1.4644,6.358
6873,71688,The Iron Lady,2011-12-26,3.1126,6.4
6874,49529,John Carter,2012-03-07,6.7639,6.4
6875,11852,The Hot Chick,2002-12-13,5.2216,6.358
6876,10017,The Wraith,1986-10-01,3.1496,6.4
6877,1577,Resident Evil: Apocalypse,2004-09-10,5.1387,6.4
6878,932420,Code 8 Part II,2024-02-27,4.1878,6.357
6879,733317,Monsters of Man,2020-11-19,2.215,6.357
6880,10715,Looney Tunes: Back in Action,2003-11-14,3.424,6.4
6881,9414,The Man Who Knew Too Little,1997-11-14,2.4119,6.357
6882,2116,Out of Time,2003-10-03,3.2769,6.357
6883,396461,Under the Silver Lake,2018-08-08,4.2306,6.356
6884,18487,The Taking of Pelham 1 2 3,2009-06-10,4.2753,6.356
6885,2642,Two Weeks Notice,2002-12-19,3.2185,6.356
6886,1086747,The Watchers,2024-06-06,5.2402,6.355
6887,431072,Step Sisters,2018-01-19,1.5669,6.4
6888,429351,12 Strong,2018-01-18,5.8855,6.4
6889,324544,In the Lost Lands,2025-02-27,12.3079,6.357
6890,12308,The Last Kiss,2001-02-01,0.9434,6.4
6891,11186,Child's Play 2,1990-11-09,5.2062,6.356
6892,438808,White Boy Rick,2018-09-14,3.3443,6.353
6893,300667,3 Generations,2016-10-27,1.144,6.4
6894,253279,The Trials of Cate McCall,2013-11-28,2.3909,6.354
6895,48231,A Dangerous Method,2011-09-30,2.5642,6.354
6896,18086,Fright Night Part 2,1988-04-07,2.9355,6.354
6897,1035259,The Naked Gun,2025-07-30,17.1839,6.353
6898,587996,Below Zero,2021-01-29,1.9014,6.353
6899,60420,Like Crazy,2011-10-28,2.0656,6.4
6900,18269,Lady and the Tramp II: Scamp's Adventure,2001-02-18,3.8838,6.4
6901,9785,The Invisible,2007-04-27,2.2028,6.353
6902,8960,Hancock,2008-07-01,8.9534,6.353
6903,500852,Miss Bala,2019-01-25,2.6825,6.352
6904,332567,The Shallows,2016-06-24,4.7157,6.352
6905,269148,Samba,2014-10-15,2.6623,6.352
6906,124905,Godzilla,2014-05-14,10.4535,6.353
6907,76163,The Expendables 2,2012-08-08,8.8169,6.353
6908,700,Octopussy,1983-06-05,8.0498,6.352
6909,775996,Outside the Wire,2021-01-15,4.1616,6.351
6910,766475,See How They Run,2022-09-09,3.1762,6.351
6911,340837,A Cure for Wellness,2017-02-15,6.1864,6.351
6912,82525,Savages,2012-07-06,4.1133,6.351
6913,45156,A Little Bit of Heaven,2011-02-03,2.1485,6.4
6914,298729,Do You See Me?,2014-11-20,1.341,6.3
6915,575088,Baba Yaga: Terror of the Dark Forest,2020-02-27,1.4871,6.3
6916,415401,The Party,2017-07-27,2.1005,6.3
6917,137116,Smurfs: The Lost Village,2017-03-23,4.6777,6.349
6918,15449,Don't Die Too Hard!,2001-03-28,0.9051,6.3
6919,11821,Doc Hollywood,1991-08-02,3.0481,6.349
6920,2267,The Last Mimzy,2007-02-09,1.7948,6.3
6921,513574,Battle,2018-09-28,1.3073,6.3
6922,81342,Delicacy,2011-12-20,1.4142,6.3
6923,45202,The Housemaid,2010-05-13,5.2555,6.348
6924,44269,All That Glitters,2010-03-24,1.0958,6.3
6925,41283,Faster,2010-11-23,4.5104,6.348
6926,12403,A Perfect Getaway,2009-06-08,2.9036,6.348
6927,11560,High Crimes,2002-04-05,4.3593,6.3
6928,408033,Tamara,2016-10-26,0.9975,6.3
6929,270938,Falcon Rising,2014-09-05,3.9135,6.346
6930,82650,Diary of a Wimpy Kid: Dog Days,2012-08-02,2.7095,6.346
6931,10851,Revolver,2005-09-11,4.1178,6.346
6932,8386,How High,2001-12-21,5.0701,6.346
6933,2026,Hostage,2005-03-10,3.0763,6.346
6934,1247,The Good Shepherd,2006-12-11,4.3152,6.3
6935,983507,Good Boy,2022-06-03,5.9187,6.336
6936,10847,Lord of the Flies,1990-03-16,3.9843,6.345
6937,2119,Days of Thunder,1990-06-27,3.794,6.345
6938,2043,Along Came a Spider,2001-04-06,4.4998,6.345
6939,1233575,Black Bag,2025-03-12,7.8616,6.345
6940,484718,Coming 2 America,2021-03-04,3.5537,6.344
6941,413362,"Roman J. Israel, Esq.",2017-11-17,5.0777,6.345
6942,44244,Camp Rock 2: The Final Jam,2010-09-17,2.0173,6.344
6943,31662,Affliction,1998-02-12,1.8545,6.3
6944,13600,City of Ember,2008-10-07,3.9753,6.344
6945,10056,Killer's Kiss,1955-10-01,1.5587,6.344
6946,8216,Meet the Feebles,1989-08-12,1.2318,6.3
6947,1136867,Materialists,2025-06-12,9.7154,6.34
6948,602269,The Little Things,2021-01-28,5.8529,6.344
6949,24869,Ink,2009-01-23,0.8028,6.343
6950,10358,Zack and Miri Make a Porno,2008-09-18,5.1464,6.343
6951,606154,The Tunnel,2019-12-25,1.2421,6.342
6952,592336,Don't Stop Me Now,2019-04-18,0.6044,6.3
6953,157360,In a World...,2013-08-09,2.3088,6.342
6954,22824,The Fourth Kind,2009-11-05,3.4977,6.3
6955,15596,Back to School,1986-06-13,2.4049,6.342
6956,13150,Pride and Glory,2008-09-09,3.3327,6.342
6957,11913,The Gendarme Takes Off,1970-10-28,1.573,6.342
6958,730047,Cyrano,2021-12-17,2.507,6.3
6959,521034,The Secret Garden,2020-07-08,3.2044,6.3
6960,46523,New Kids Turbo,2010-12-09,1.4634,6.3
6961,23631,Machete,2010-09-01,5.2078,6.341
6962,9407,Red Corner,1997-10-30,3.8463,6.341
6963,87421,Riddick,2013-09-02,5.5386,6.34
6964,11096,Hide and Seek,2005-01-27,2.8378,6.34
6965,1049,Sommersby,1993-02-05,4.135,6.3
6966,145197,Upstream Color,2013-04-05,2.3101,6.339
6967,11232,Kate & Leopold,2001-12-25,3.2181,6.3
6968,10028,Honey,2003-12-05,5.6817,6.339
6969,8197,Midnight in the Garden of Good and Evil,1997-11-21,3.8107,6.339
6970,5336,"Salò, or the 120 Days of Sodom",1976-01-10,5.3014,6.339
6971,2320,Executive Decision,1996-03-15,3.9418,6.339
6972,641934,Am I OK?,2024-06-06,3.0336,6.337
6973,624860,The Matrix Resurrections,2021-12-16,9.4766,6.338
6974,315,"Faster, Pussycat! Kill! Kill!",1965-08-06,1.523,6.338
6975,531219,Roald Dahl's The Witches,2020-10-26,5.2989,6.338
6976,449756,The Postcard Killings,2020-03-13,2.2544,6.337
6977,438259,Journey's End,2017-12-14,2.6726,6.337
6978,16577,Astro Boy,2009-10-15,3.8977,6.337
6979,9777,Proof,2005-09-05,2.6041,6.337
6980,8839,Casper,1995-05-26,7.5589,6.337
6981,602147,Inheritance,2020-04-30,3.8238,6.3
6982,52520,Underworld: Awakening,2012-01-19,4.0329,6.3
6983,22582,Tom and Jerry: The Movie,1992-10-01,3.3191,6.3
6984,10764,Quantum of Solace,2008-10-29,10.2336,6.335
6985,509967,6 Underground,2019-12-10,6.4281,6.335
6986,10380,An American Tail: Fievel Goes West,1991-11-21,3.1248,6.3
6987,8965,Atlantis: Milo's Return,2003-02-25,3.5273,6.334
6988,7459,Speed Racer,2008-05-07,5.6603,6.3
6989,630240,Titane,2021-07-14,3.4147,6.3
6990,557950,Mainstream,2021-05-07,4.4215,6.3
6991,549294,Synchronic,2020-10-23,3.4479,6.3
6992,145135,Dark Skies,2013-02-21,3.3637,6.333
6993,49526,Premium Rush,2012-08-24,2.3715,6.333
6994,26170,Coogan's Bluff,1968-10-02,2.4469,6.333
6995,10337,Bugsy,1991-12-10,2.99,6.333
6996,8856,The Karate Kid Part II,1986-06-18,8.5917,6.333
6997,1000862,The Good Teacher,2024-03-27,1.4132,6.3
6998,886083,Deadstream,2022-10-20,1.75,6.3
6999,25913,Balto: Wolf Quest,2002-04-30,1.4619,6.3
7000,1026436,Miller's Girl,2024-01-18,5.3412,6.3
7001,420648,The Bar,2017-02-15,2.3117,6.331
7002,118293,The Suicide Shop,2012-09-26,1.0049,6.331
7003,13022,Rogue,2007-11-08,3.3251,6.331
7004,4241,Visitor Q,2001-03-17,3.1953,6.3
7005,623491,The Babysitter: Killer Queen,2020-09-10,3.9836,6.331
7006,593910,Cinderella,2021-09-03,5.0383,6.3
7007,77866,Contraband,2012-01-12,3.5413,6.33
7008,11890,Oscar,1991-04-26,3.4046,6.3
7009,396493,Creep 2,2017-10-14,1.823,6.3
7010,1619,The Way of the Gun,2000-09-08,3.137,6.329
7011,169917,A Walk Among the Tombstones,2014-09-18,6.1961,6.328
7012,9349,Universal Soldier,1992-07-10,5.3979,6.328
7013,6951,Turner & Hooch,1989-07-28,2.457,6.3
7014,430231,The Endless,2017-11-05,3.4776,6.327
7015,29437,Rabid,1977-04-08,2.4023,6.327
7016,5289,Chaos,2005-01-17,4.751,6.327
7017,842942,Bandit,2022-09-23,3.6285,6.324
7018,399361,Triple Frontier,2019-03-06,6.9801,6.325
7019,320028,An Italian Name,2015-01-22,0.7002,6.3
7020,12100,Windtalkers,2002-06-07,4.4707,6.326
7021,11680,The Miser,1980-03-05,1.1376,6.3
7022,478820,The Emperor of Paris,2018-12-19,1.5571,6.3
7023,413730,Summertime,2016-09-15,0.8803,6.3
7024,381034,I Am Not a Serial Killer,2016-08-26,1.2927,6.3
7025,331836,Babysitting 2,2015-12-02,1.5571,6.325
7026,31867,Repo Men,2010-03-18,3.2587,6.325
7027,27581,The Other Guys,2010-08-06,7.062,6.325
7028,14114,You Got Served,2004-01-30,2.5438,6.325
7029,11088,Heist,2001-11-09,3.0089,6.325
7030,9335,Transporter 2,2005-08-03,6.0896,6.327
7031,9273,Ace Ventura: When Nature Calls,1995-11-10,4.3615,6.325
7032,512196,Happy Death Day 2U,2019-02-13,3.6983,6.324
7033,503616,Second Act,2018-11-22,3.4713,6.324
7034,1125899,Cleaner,2025-02-19,7.0247,6.322
7035,631843,Old,2021-07-21,6.7733,6.3
7036,477489,Just a Breath Away,2018-04-04,1.741,6.323
7037,298312,The Visit,2015-09-10,5.7359,6.3
7038,8388,¡Three Amigos!,1986-12-12,3.9777,6.323
7039,8289,Gorky Park,1983-12-15,2.7234,6.3
7040,455,Bend It Like Beckham,2002-04-11,2.3286,6.323
7041,606234,Archive,2020-08-13,3.3356,6.322
7042,44754,Margaret,2011-09-30,3.1306,6.322
7043,18736,The Lizzie McGuire Movie,2003-05-02,3.2242,6.3
7044,9490,Half Baked,1998-01-16,3.6693,6.322
7045,460846,Security,2017-03-04,3.3249,6.321
7046,152599,The Immigrant,2013-11-27,2.5915,6.3
7047,910571,Fair Play,2023-09-28,3.7158,6.326
7048,736790,Chupa,2023-04-07,2.7899,6.3
7049,511987,Crawl,2019-07-10,4.9699,6.32
7050,24655,The Car,1977-05-12,3.7671,6.3
7051,16229,Prozac Nation,2003-06-13,1.4826,6.3
7052,73873,Albert Nobbs,2011-12-21,1.6744,6.3
7053,1249213,Drop,2025-04-10,6.9719,6.318
7054,1063877,Don't Move,2024-10-24,3.721,6.318
7055,920081,Megaboa,2021-11-26,1.5606,6.3
7056,420634,Terrifier,2018-01-25,7.2235,6.318
7057,333669,Bastille Day,2016-04-22,4.0844,6.318
7058,203739,Vampire Academy,2014-02-07,3.4433,6.3
7059,40205,16 Wishes,2010-10-02,2.9768,6.318
7060,619278,Inside Man: Most Wanted,2019-09-24,2.5468,6.316
7061,528491,WHAT DID JACK DO?,2017-11-08,1.3118,6.317
7062,431530,A Bad Moms Christmas,2017-08-04,3.4917,6.317
7063,36419,After.Life,2009-11-07,7.5074,6.32
7064,14397,Whisper,2007-11-27,2.4321,6.3
7065,993784,Lisa Frankenstein,2024-02-07,3.1749,6.3
7066,833326,Zero Fucks Given,2022-03-02,1.7904,6.316
7067,328111,The Secret Life of Pets,2016-06-18,3.2158,6.316
7068,95608,The Only Living Boy in New York,2017-07-27,2.3493,6.316
7069,28355,Case 39,2009-08-13,3.9081,6.3
7070,13335,Harold & Kumar Escape from Guantanamo Bay,2008-04-25,3.3943,6.316
7071,12721,"No Retreat, No Surrender",1986-05-02,2.5267,6.316
7072,608980,Three Floors,2021-09-23,0.9687,6.3
7073,250225,The Duke of Burgundy,2015-01-23,1.9755,6.3
7074,214756,Ted 2,2015-06-25,17.0705,6.315
7075,155084,13 Sins,2014-04-11,3.1519,6.315
7076,145220,Muppets Most Wanted,2014-03-20,3.7488,6.315
7077,39414,Paper Man,2009-06-15,2.1265,6.315
7078,28794,The House by the Cemetery,1981-08-14,1.4843,6.314
7079,26390,Brooklyn's Finest,2010-03-04,3.4075,6.314
7080,16996,17 Again,2009-03-11,6.1275,6.314
7081,14177,Beauty Shop,2005-04-22,2.3499,6.3
7082,12912,Chaos Theory,2007-10-26,1.7746,6.314
7083,9945,Vampires,1998-10-30,3.3547,6.314
7084,9515,The Matador,2005-05-12,2.9344,6.3
7085,9354,"Honey, I Shrunk the Kids",1989-06-23,6.2456,6.314
7086,279641,Whiskey Tango Foxtrot,2016-03-04,3.1024,6.313
7087,32613,Horror Express,1972-09-30,1.8918,6.3
7088,11619,Flushed Away,2006-10-22,5.9543,6.313
7089,419680,Daddy's Home 2,2017-11-09,4.0008,6.312
7090,326423,Barbershop: The Next Cut,2016-04-15,2.4712,6.312
7091,325346,The Hollars,2016-08-25,1.6056,6.3
7092,35019,Nanny McPhee and the Big Bang,2010-03-26,7.2118,6.312
7093,10314,She's All That,1999-01-29,5.3839,6.312
7094,2453,Harley Davidson and the Marlboro Man,1991-08-23,2.7878,6.312
7095,179,The Interpreter,2005-04-08,4.9037,6.312
7096,990691,Loving Adults,2022-08-26,1.9245,6.3
7097,407439,Mary Magdalene,2018-03-15,6.1283,6.318
7098,202575,The House of Magic,2013-12-24,2.3775,6.3
7099,10612,The Englishman Who Went Up a Hill But Came Down a Mountain,1995-05-12,2.2849,6.311
7100,50698,Grave Encounters,2011-09-09,3.2782,6.309
7101,986070,The Wrath of Becky,2023-05-26,3.5221,6.311
7102,638965,Mandibles,2021-05-19,0.9539,6.3
7103,354216,The Devil's Candy,2016-12-15,1.1683,6.309
7104,264729,Off Course,2015-03-03,0.9891,6.309
7105,11069,Tremors 2: Aftershocks,1996-04-09,3.2934,6.3
7106,9822,Mighty Joe Young,1998-12-25,3.2025,6.309
7107,4728,The Gendarme in New York,1965-10-28,1.6496,6.309
7108,601844,Becky,2020-07-23,3.7301,6.311
7109,455839,Time Trap,2018-06-22,4.3265,6.307
7110,257445,Goosebumps,2015-08-05,5.2962,6.308
7111,71677,Assassination Games,2011-07-28,2.7635,6.3
7112,10491,Enigma,2001-01-22,2.8314,6.3
7113,1880,Red Dawn,1984-08-10,4.2251,6.308
7114,976720,Vesper,2022-08-17,2.8904,6.307
7115,633604,Yummy,2019-12-13,1.5528,6.307
7116,447200,Skyscraper,2018-07-11,3.9124,6.307
7117,117974,Sightseers,2012-11-30,1.7415,6.307
7118,38117,Beastly,2011-01-21,3.1542,6.3
7119,29427,The Crazies,2010-02-26,3.3644,6.307
7120,11358,Walking Tall,2004-04-02,4.3215,6.3
7121,10168,The Freshman,1990-07-20,2.7877,6.3
7122,1086372,Return,1972-07-02,0.3958,6.3
7123,715123,Books of Blood,2020-10-07,2.2712,6.3
7124,409297,A Dark Song,2016-07-08,3.159,6.306
7125,296099,Vacation,2015-07-28,6.3254,6.306
7126,29787,Monkey Shines,1988-07-29,1.9252,6.3
7127,4964,Knocked Up,2007-06-01,5.8491,6.3
7128,747688,Yara,2021-10-18,1.1965,6.305
7129,437557,Blockers,2018-03-14,4.7701,6.306
7130,60599,Arbitrage,2012-09-14,2.7411,6.304
7131,12395,Thunderheart,1992-04-03,2.6603,6.305
7132,3172,Bandits,2001-10-12,3.6364,6.304
7133,810,Shrek the Third,2007-05-17,10.5822,6.305
7134,468219,Dead in a Week (Or Your Money Back),2018-09-12,1.1474,6.3
7135,352186,Good Kids,2016-07-29,2.3056,6.3
7136,102780,Byzantium,2013-04-11,2.6133,6.304
7137,37609,The Cheetah Girls 2,2006-07-31,1.1195,6.3
7138,10735,What a Girl Wants,2003-03-27,4.5192,6.304
7139,9358,Final Destination 2,2003-01-31,7.8636,6.303
7140,7737,Resident Evil: Extinction,2007-09-20,2.382,6.3
7141,4953,Be Kind Rewind,2008-02-21,2.915,6.304
7142,1232546,Until Dawn,2025-04-23,8.823,6.3
7143,753342,Napoleon,2023-11-22,7.4623,6.303
7144,283227,A Little Chaos,2015-03-26,2.6744,6.303
7145,80591,W.E.,2011-09-01,2.3416,6.3
7146,11191,Mystic Pizza,1988-10-13,2.9716,6.303
7147,11041,The Beverly Hillbillies,1993-10-15,3.7347,6.302
7148,9373,The Texas Chainsaw Massacre,2003-05-21,6.8784,6.3
7149,9339,Click,2006-06-23,7.1351,6.302
7150,2135,The Time Machine,2002-03-04,5.138,6.302
7151,838330,Not Okay,2022-07-29,2.257,6.301
7152,524369,The Many Saints of Newark,2021-09-22,3.998,6.3
7153,244268,Love Is Strange,2014-08-22,2.0494,6.3
7154,71552,American Reunion,2012-04-04,6.0723,6.301
7155,70436,The Raven,2012-03-09,2.3882,6.3
7156,1023922,MaXXXine,2024-07-04,6.5997,6.301
7157,338676,Extinction,2015-08-07,3.1621,6.3
7158,67748,Snowtown,2011-05-19,1.7138,6.3
7159,20694,Rugrats Go Wild,2003-06-13,2.1578,6.3
7160,11905,The Company of Wolves,1984-09-21,1.8372,6.3
7161,11671,Elegy,2008-08-08,2.0883,6.3
7162,11034,The Great Gatsby,1974-03-27,3.6226,6.298
7163,817,Austin Powers: The Spy Who Shagged Me,1999-06-08,7.3199,6.3
7164,1151334,Eenie Meanie,2025-08-21,10.9924,6.299
7165,457435,Return of the Hero,2018-02-14,0.8828,6.3
7166,452015,Psychokinesis,2018-01-31,3.5359,6.3
7167,392142,Max & Leon,2016-11-01,1.3629,6.299
7168,86812,Sound of My Voice,2011-01-22,1.4711,6.299
7169,14976,Rachel Getting Married,2008-09-03,2.6583,6.3
7170,12611,The Fury,1978-03-10,2.9368,6.299
7171,10699,Hero,1992-10-02,3.5104,6.3
7172,9584,Convoy,1978-06-27,4.718,6.299
7173,9043,The Family Stone,2005-12-15,3.8406,6.299
7174,505379,Rebecca,2020-10-16,3.0594,6.3
7175,79643,Anche se è amore non si vede,2011-11-23,0.7204,6.3
7176,43200,Basilicata Coast To Coast,2010-04-09,0.2875,6.3
7177,9477,King Arthur,2004-07-07,5.4587,6.298
7178,201,Star Trek: Nemesis,2002-12-13,4.683,6.298
7179,458344,"Juliet, Naked",2018-08-16,1.7656,6.297
7180,9964,Bad Taste,1987-12-01,2.1643,6.297
7181,13491,Arn: The Knight Templar,2007-12-25,2.257,6.3
7182,8845,Under Siege,1992-10-08,3.7472,6.296
7183,1302916,Heart Eyes,2025-02-06,5.0232,6.295
7184,561362,Rust Creek,2019-01-04,3.145,6.3
7185,274167,Daddy's Home,2015-12-25,5.1356,6.295
7186,41630,No Strings Attached,2011-01-21,4.5982,6.295
7187,11114,Pete's Dragon,1977-11-03,2.1923,6.3
7188,10105,Saints and Soldiers,2003-09-11,1.2152,6.295
7189,9605,Single White Female,1992-08-14,3.9595,6.3
7190,9543,Prince of Persia: The Sands of Time,2010-05-19,6.5996,6.295
7191,169,Predator 2,1990-11-21,8.061,6.295
7192,532639,Pinocchio,2022-09-07,4.389,6.3
7193,149509,Horns,2013-09-06,2.9153,6.294
7194,34851,Predators,2010-07-07,9.0989,6.294
7195,11484,Rollerball,1975-06-25,2.0761,6.3
7196,9486,Johnny English,2003-03-14,5.0439,6.294
7197,4351,Bordertown,2007-02-22,1.2983,6.29
7198,736918,The Noel Diary,2022-11-24,1.6141,6.3
7199,627463,The Assistant,2020-01-31,2.6829,6.292
7200,15997,The Land Before Time II: The Great Valley Adventure,1994-12-12,2.4519,6.3
7201,10483,Death Race,2008-08-22,8.8168,6.293
7202,1428,Once Upon a Time in Mexico,2003-09-11,5.2761,6.293
7203,21778,RRRrrrr!!!,2004-01-28,3.6465,6.292
7204,12309,Bachelor Party,1984-06-29,3.8566,6.292
7205,9882,The Siege,1998-11-06,4.5089,6.292
7206,963765,Strange Way of Life,2023-05-26,1.2584,6.291
7207,527660,"Yes, God, Yes",2020-07-24,4.2408,6.291
7208,425336,Loving Pablo,2017-12-14,2.405,6.288
7209,158852,Tomorrowland,2015-05-19,7.4114,6.291
7210,12146,The Missing,2003-11-26,3.7784,6.3
7211,738652,Copshop,2021-09-09,5.0463,6.29
7212,728526,Encounter,2021-12-03,1.9724,6.3
7213,680860,I Want You Back,2022-02-10,2.222,6.292
7214,76122,Marvel One-Shot: The Consultant,2011-09-13,1.9796,6.29
7215,11625,Asterix and the Big Fight,1989-10-04,2.1424,6.3
7216,9896,Rat Race,2001-08-17,4.4184,6.29
7217,8838,Mercury Rising,1998-04-03,3.3186,6.29
7218,1234821,Jurassic World Rebirth,2025-07-01,36.4206,6.289
7219,22804,Saw VI,2009-10-22,5.4825,6.289
7220,7095,Jack,1996-08-09,3.687,6.3
7221,4787,Cassandra's Dream,2007-10-31,2.484,6.289
7222,2309,Inkheart,2008-12-11,4.188,6.289
7223,1649,Bill & Ted's Bogus Journey,1991-07-19,2.973,6.289
7224,439998,Omicidio all'italiana,2017-03-02,0.5831,6.3
7225,133694,Promised Land,2012-09-23,2.4508,6.288
7226,132232,Mama,2013-01-17,6.1819,6.288
7227,44706,The Bet,1997-10-15,1.2108,6.3
7228,4917,A Boy and His Dog,1975-03-23,1.803,6.3
7229,843416,Daddio,2024-06-27,2.7148,6.287
7230,462919,Sierra Burgess Is a Loser,2018-09-07,1.809,6.287
7231,399248,Beirut,2018-04-11,2.5149,6.288
7232,63710,Honey 2,2011-06-23,1.8315,6.3
7233,1599,I ♥ Huckabees,2004-09-10,3.1415,6.287
7234,455476,Knights of the Zodiac,2023-04-27,6.0839,6.3
7235,267935,The BFG,2016-06-01,8.3625,6.286
7236,181283,Child 44,2015-03-15,3.9838,6.286
7237,10307,Stigmata,1999-09-02,3.6988,6.3
7238,9378,Thir13en Ghosts,2001-10-26,5.7218,6.286
7239,9104,Buffalo Soldiers,2002-10-31,1.5341,6.3
7240,2080,X-Men Origins: Wolverine,2009-04-28,0.9343,6.286
7241,541305,Kajillionaire,2020-09-25,2.7903,6.3
7242,301272,Let's Go to the Country,2014-11-06,0.8641,6.285
7243,268531,Captain Underpants: The First Epic Movie,2017-06-01,4.5557,6.285
7244,174772,Europa Report,2013-06-27,3.4063,6.284
7245,13567,Sleepaway Camp,1983-11-18,2.3178,6.285
7246,13190,Dead Space: Downfall,2008-10-28,2.1404,6.284
7247,11449,The Amityville Horror,1979-07-27,3.2956,6.3
7248,11007,Cheaper by the Dozen,2003-12-24,4.6869,6.285
7249,290595,The Huntsman: Winter's War,2016-04-06,6.262,6.284
7250,27274,Frankenhooker,1990-06-01,2.7982,6.284
7251,16441,The Beastmaster,1982-08-16,3.1012,6.284
7252,14207,The Librarian: Quest for the Spear,2004-07-12,3.2281,6.284
7253,9440,Primary Colors,1998-03-20,2.7146,6.3
7254,5072,Severance,2006-05-19,1.7927,6.284
7255,714869,Serial (Bad) Weddings 3,2021-12-21,1.8122,6.3
7256,280092,Insidious: Chapter 3,2015-05-28,4.4555,6.283
7257,126277,American Mary,2013-01-11,1.9651,6.283
7258,121734,"Tad, the Lost Explorer",2012-08-10,3.5417,6.288
7259,72710,The Host,2013-03-22,4.2887,6.3
7260,39385,Would I Lie to You?,1997-04-01,1.4754,6.283
7261,443791,Underwater,2020-01-08,6.5312,6.281
7262,44268,Super Fantozzi,1986-12-23,1.1222,6.3
7263,13641,The Air I Breathe,2007-02-07,2.4031,6.282
7264,10730,King Kong,1976-09-08,4.4825,6.3
7265,323373,Deathgasm,2015-08-28,1.9255,6.281
7266,134374,Pain & Gain,2013-04-18,6.3831,6.281
7267,36643,The World Is Not Enough,1999-11-17,11.9881,6.281
7268,1537,Changing Lanes,2002-04-07,3.1773,6.281
7269,689723,Dangerous Lies,2020-04-30,1.761,6.3
7270,592695,Pleasure,2021-10-08,6.6609,6.28
7271,567690,Dear Evan Hansen,2021-09-24,2.7836,6.28
7272,541524,Passing,2021-10-27,2.1152,6.28
7273,157845,The Rover,2014-06-04,2.4909,6.279
7274,83186,Wrong,2012-09-05,1.2647,6.3
7275,19901,Daybreakers,2010-01-06,4.1747,6.28
7276,14353,Repo! The Genetic Opera,2008-11-07,1.863,6.28
7277,13515,Mirrors,2008-08-14,3.7266,6.28
7278,8966,Twilight,2008-11-20,17.4011,6.28
7279,467824,Illang: The Wolf Brigade,2018-07-25,3.9833,6.3
7280,1492,1492: Conquest of Paradise,1992-08-09,3.5784,6.3
7281,625450,Tall Girl,2019-09-13,4.2877,6.278
7282,199373,The Frozen Ground,2013-07-11,3.0371,6.278
7283,186992,Stranger by the Lake,2013-06-12,1.7167,6.278
7284,852448,I Came By,2022-08-19,2.937,6.277
7285,339967,Colossal,2017-04-06,3.7511,6.276
7286,259695,Live by Night,2016-12-25,4.4048,6.277
7287,10982,Hoodwinked!,2005-12-16,6.2052,6.3
7288,1020910,Influencer,2023-05-18,2.8845,6.276
7289,505058,Unfriended: Dark Web,2018-07-19,2.9493,6.277
7290,447277,The Little Mermaid,2023-05-18,12.4239,6.275
7291,288036,Sleeping with Other People,2015-06-26,2.5512,6.275
7292,86331,Desire,2011-10-06,7.1748,6.276
7293,75761,John Dies at the End,2013-01-25,2.205,6.276
7294,438590,A-X-L,2018-08-23,2.8354,6.275
7295,11862,Father of the Bride Part II,1995-12-08,2.5028,6.3
7296,10029,Very Bad Things,1998-09-11,3.2644,6.275
7297,4520,Sleuth,2007-10-12,3.3945,6.275
